,RIC,Date_Time,Price,Volume,Market_VWAP,Qualifiers,Ex_Cntrb_ID,TradeCategory,GMT_Offset,Type
605,1606.HK,2016-07-11 07:59:57.825297+00:00,1.86,80000,1.9527,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
606,1606.HK,2016-07-11 01:00:00.208879+00:00,1.86,28000,,X[ACT_FLAG1],,X[ACT_FLAG1],8,Trade
607,1606.HK,2016-07-11 01:20:00.253796+00:00,2,2000,2,U[ACT_FLAG1];   [PRC_QL_CD],,U[ACT_FLAG1];   [PRC_QL_CD],8,Trade
608,1606.HK,2016-07-11 01:20:00.254006+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
609,1606.HK,2016-07-11 01:20:00.256950+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
610,1606.HK,2016-07-11 01:20:00.257020+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
611,1606.HK,2016-07-11 01:20:00.257020+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
612,1606.HK,2016-07-11 01:20:00.257088+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
613,1606.HK,2016-07-11 01:20:00.257088+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
614,1606.HK,2016-07-11 01:20:00.257155+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
615,1606.HK,2016-07-11 01:20:00.261719+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
616,1606.HK,2016-07-11 01:20:00.261719+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
617,1606.HK,2016-07-11 01:20:00.263239+00:00,2,800000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
618,1606.HK,2016-07-11 01:20:00.263239+00:00,2,716000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
619,1606.HK,2016-07-11 01:20:00.263312+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
620,1606.HK,2016-07-11 01:20:00.263393+00:00,2,20000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
621,1606.HK,2016-07-11 01:20:00.263393+00:00,2,100000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
622,1606.HK,2016-07-11 01:20:00.263468+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
623,1606.HK,2016-07-11 01:20:00.266815+00:00,2,20000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
624,1606.HK,2016-07-11 01:20:00.266815+00:00,2,40000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
625,1606.HK,2016-07-11 01:20:00.266886+00:00,2,20000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
626,1606.HK,2016-07-11 01:20:00.267025+00:00,2,310000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
627,1606.HK,2016-07-11 01:20:00.267814+00:00,2,890000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
628,1606.HK,2016-07-11 01:20:00.267872+00:00,2,1200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
629,1606.HK,2016-07-11 01:20:00.267932+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
630,1606.HK,2016-07-11 01:20:00.267992+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
631,1606.HK,2016-07-11 01:20:00.268413+00:00,2,4000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
632,1606.HK,2016-07-11 01:52:47.703990+00:00,1.97,4000,1.9983,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
633,1606.HK,2016-07-11 06:26:20.467551+00:00,1.86,20000,1.9751,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
634,1606.HK,2016-07-11 01:30:00.322564+00:00,2,106000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
635,1606.HK,2016-07-11 01:30:00.454652+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
636,1606.HK,2016-07-11 01:30:00.546488+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
637,1606.HK,2016-07-11 01:30:00.694666+00:00,2,384000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
638,1606.HK,2016-07-11 01:30:01.130602+00:00,2,584000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
639,1606.HK,2016-07-11 01:30:01.146498+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
640,1606.HK,2016-07-11 01:30:01.150606+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
641,1606.HK,2016-07-11 01:30:01.154614+00:00,2,184000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
642,1606.HK,2016-07-11 01:30:01.170512+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
643,1606.HK,2016-07-11 01:30:01.246479+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
644,1606.HK,2016-07-11 01:30:01.702510+00:00,2,2000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
645,1606.HK,2016-07-11 01:30:02.142579+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
646,1606.HK,2016-07-11 01:30:02.210856+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
647,1606.HK,2016-07-11 01:30:02.262524+00:00,2,10000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
648,1606.HK,2016-07-11 01:30:23.746973+00:00,2,26000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
649,1606.HK,2016-07-11 01:30:24.114842+00:00,2,40000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
650,1606.HK,2016-07-11 01:30:29.002099+00:00,1.99,20000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
651,1606.HK,2016-07-11 01:30:32.222298+00:00,1.99,50000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
652,1606.HK,2016-07-11 01:30:32.346263+00:00,1.99,50000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
653,1606.HK,2016-07-11 01:30:33.142329+00:00,1.99,20000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
654,1606.HK,2016-07-11 01:30:36.014755+00:00,1.99,4000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
655,1606.HK,2016-07-11 01:30:45.238038+00:00,2,2000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
656,1606.HK,2016-07-11 01:31:29.386909+00:00,1.99,2000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
657,1606.HK,2016-07-11 01:31:33.242854+00:00,1.99,20000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
658,1606.HK,2016-07-11 01:31:39.926237+00:00,1.99,2000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
659,1606.HK,2016-07-11 01:31:41.486642+00:00,1.99,10000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
660,1606.HK,2016-07-11 01:32:04.958670+00:00,1.99,4000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
661,1606.HK,2016-07-11 01:32:10.270988+00:00,1.99,4000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
662,1606.HK,2016-07-11 01:32:12.682187+00:00,1.99,1000000,1.9995,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
663,1606.HK,2016-07-11 01:32:13.994180+00:00,1.99,198000,1.9995,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
664,1606.HK,2016-07-11 01:32:23.006717+00:00,1.99,1000000,1.9992,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
665,1606.HK,2016-07-11 01:32:31.190199+00:00,1.99,4000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
666,1606.HK,2016-07-11 01:32:32.970729+00:00,1.99,80000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
667,1606.HK,2016-07-11 01:32:42.531312+00:00,1.99,4000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
668,1606.HK,2016-07-11 01:33:06.106730+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
669,1606.HK,2016-07-11 01:33:57.374175+00:00,1.99,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
670,1606.HK,2016-07-11 01:33:57.634843+00:00,1.99,10000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
671,1606.HK,2016-07-11 01:35:01.362980+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
672,1606.HK,2016-07-11 01:35:14.058668+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
673,1606.HK,2016-07-11 01:35:23.870246+00:00,1.98,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
674,1606.HK,2016-07-11 01:35:39.207155+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
675,1606.HK,2016-07-11 01:35:40.196013+00:00,1.98,10000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
676,1606.HK,2016-07-11 01:35:46.454565+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
677,1606.HK,2016-07-11 01:39:55.507383+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
678,1606.HK,2016-07-11 01:40:31.667242+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
679,1606.HK,2016-07-11 01:40:43.914842+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
680,1606.HK,2016-07-11 01:40:44.074875+00:00,1.98,8000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
681,1606.HK,2016-07-11 01:40:56.146575+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
682,1606.HK,2016-07-11 01:42:26.602825+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
683,1606.HK,2016-07-11 01:42:43.630961+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
684,1606.HK,2016-07-11 01:42:45.139592+00:00,1.98,10000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
685,1606.HK,2016-07-11 01:43:08.684018+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
686,1606.HK,2016-07-11 01:44:50.575258+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
687,1606.HK,2016-07-11 01:45:11.103517+00:00,1.98,6000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
688,1606.HK,2016-07-11 01:45:30.999696+00:00,1.98,8000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
689,1606.HK,2016-07-11 01:45:59.119194+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
690,1606.HK,2016-07-11 01:46:26.023793+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
691,1606.HK,2016-07-11 01:48:14.579041+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
692,1606.HK,2016-07-11 01:49:03.272346+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
693,1606.HK,2016-07-11 01:49:25.283749+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
694,1606.HK,2016-07-11 01:49:25.895715+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
695,1606.HK,2016-07-11 01:49:39.252035+00:00,1.98,52000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
696,1606.HK,2016-07-11 01:49:39.252111+00:00,1.98,6000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
697,1606.HK,2016-07-11 01:49:56.656585+00:00,1.97,8000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
698,1606.HK,2016-07-11 01:50:15.128680+00:00,1.97,994000,1.9983,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
699,1606.HK,2016-07-11 01:52:47.704879+00:00,1.97,2000,1.9983,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
700,1606.HK,2016-07-11 01:54:59.723832+00:00,1.96,20000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
701,1606.HK,2016-07-11 01:58:55.508319+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
702,1606.HK,2016-07-11 01:59:23.876046+00:00,1.96,18000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
703,1606.HK,2016-07-11 01:59:23.876124+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
704,1606.HK,2016-07-11 01:59:23.876124+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
705,1606.HK,2016-07-11 01:59:23.876754+00:00,1.96,36000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
706,1606.HK,2016-07-11 01:59:23.935970+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
707,1606.HK,2016-07-11 02:03:54.649053+00:00,1.96,14000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
708,1606.HK,2016-07-11 02:10:37.969356+00:00,1.95,2000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
709,1606.HK,2016-07-11 02:13:37.429162+00:00,1.96,16000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
710,1606.HK,2016-07-11 02:13:38.580789+00:00,1.96,4000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
711,1606.HK,2016-07-11 02:13:48.441823+00:00,1.96,6000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
712,1606.HK,2016-07-11 02:20:43.609363+00:00,1.96,8000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
713,1606.HK,2016-07-11 02:20:43.609838+00:00,1.96,8000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
714,1606.HK,2016-07-11 02:20:53.297083+00:00,1.96,16000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
715,1606.HK,2016-07-11 02:25:12.851066+00:00,1.95,56000,1.9977,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
716,1606.HK,2016-07-11 02:25:43.865910+00:00,1.95,30000,1.9973,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
717,1606.HK,2016-07-11 02:28:01.773911+00:00,1.95,2000,1.9973,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
718,1606.HK,2016-07-11 02:29:38.973660+00:00,1.95,20000,1.9957,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
719,1606.HK,2016-07-11 02:31:22.681554+00:00,1.94,50000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
720,1606.HK,2016-07-11 02:33:08.429694+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
721,1606.HK,2016-07-11 02:35:00.190241+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
722,1606.HK,2016-07-11 02:36:17.218703+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
723,1606.HK,2016-07-11 02:41:58.902651+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
724,1606.HK,2016-07-11 02:42:58.307012+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
725,1606.HK,2016-07-11 02:43:04.714379+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
726,1606.HK,2016-07-11 02:45:06.374502+00:00,1.94,94000,1.9952,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
727,1606.HK,2016-07-11 02:46:01.207251+00:00,1.94,2000,1.9952,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
728,1606.HK,2016-07-11 02:46:21.414839+00:00,1.94,56000,1.9951,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
729,1606.HK,2016-07-11 02:46:21.415459+00:00,1.93,812000,1.994,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
730,1606.HK,2016-07-11 02:49:13.750994+00:00,1.91,10000,1.9938,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
731,1606.HK,2016-07-11 02:49:13.751071+00:00,1.91,1000000,1.9927,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
732,1606.HK,2016-07-11 02:49:13.751147+00:00,1.9,10000,1.9895,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
733,1606.HK,2016-07-11 02:49:13.751209+00:00,1.9,1000000,1.9873,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
734,1606.HK,2016-07-11 02:49:13.751209+00:00,1.9,1000000,1.9852,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
735,1606.HK,2016-07-11 02:49:13.751840+00:00,1.9,20000,1.9845,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
736,1606.HK,2016-07-11 02:51:21.367523+00:00,1.9,6000,1.9844,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
737,1606.HK,2016-07-11 02:56:32.008245+00:00,1.9,18000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
738,1606.HK,2016-07-11 02:57:22.559251+00:00,1.9,10000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
739,1606.HK,2016-07-11 02:57:44.651539+00:00,1.9,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
740,1606.HK,2016-07-11 02:59:08.163391+00:00,1.89,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
741,1606.HK,2016-07-11 03:05:28.639683+00:00,1.9,2000,1.9841,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
742,1606.HK,2016-07-11 03:06:35.860406+00:00,1.9,2000,1.9841,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
743,1606.HK,2016-07-11 03:09:09.448864+00:00,1.89,2000,1.984,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
744,1606.HK,2016-07-11 03:11:11.980483+00:00,1.9,20000,1.984,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
745,1606.HK,2016-07-11 03:22:08.784704+00:00,1.9,26000,1.9837,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
746,1606.HK,2016-07-11 03:22:08.784777+00:00,1.9,120000,1.9836,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
747,1606.HK,2016-07-11 03:30:01.589171+00:00,1.9,4000,1.9836,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
748,1606.HK,2016-07-11 03:31:52.117611+00:00,1.9,686000,1.9831,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
749,1606.HK,2016-07-11 03:43:14.262261+00:00,1.89,2000,1.9828,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
750,1606.HK,2016-07-11 03:44:41.938442+00:00,1.9,10000,1.9827,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
751,1606.HK,2016-07-11 05:04:54.818424+00:00,1.89,4000,1.9809,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
752,1606.HK,2016-07-11 05:04:54.818489+00:00,1.89,20000,1.9808,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
753,1606.HK,2016-07-11 05:04:54.818489+00:00,1.89,6000,1.9808,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
754,1606.HK,2016-07-11 05:04:55.227283+00:00,1.89,4000,1.9808,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
755,1606.HK,2016-07-11 05:22:31.747899+00:00,1.88,2000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
756,1606.HK,2016-07-11 05:22:41.015467+00:00,1.88,4000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
757,1606.HK,2016-07-11 05:39:08.352737+00:00,1.88,12000,1.9792,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
758,1606.HK,2016-07-11 05:39:08.352805+00:00,1.88,20000,1.9791,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
759,1606.HK,2016-07-11 05:39:08.352971+00:00,1.87,190000,1.979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
760,1606.HK,2016-07-11 05:43:11.972883+00:00,1.88,392000,1.9782,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
761,1606.HK,2016-07-11 05:45:18.729182+00:00,1.88,10000,1.9782,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
762,1606.HK,2016-07-11 05:55:46.457698+00:00,1.88,6000,1.9781,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
763,1606.HK,2016-07-11 06:02:19.557538+00:00,1.87,8000,1.9781,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
764,1606.HK,2016-07-11 06:10:11.754012+00:00,1.88,6000,1.9773,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
765,1606.HK,2016-07-11 06:24:11.907058+00:00,1.87,40000,1.9769,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
766,1606.HK,2016-07-11 06:24:11.907058+00:00,1.87,20000,1.9768,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
767,1606.HK,2016-07-11 06:24:11.907058+00:00,1.87,20000,1.9768,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
768,1606.HK,2016-07-11 06:26:20.467468+00:00,1.86,20000,1.9753,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
769,1606.HK,2016-07-11 06:26:20.467551+00:00,1.86,50000,1.9751,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
770,1606.HK,2016-07-11 06:26:20.531611+00:00,1.86,154000,1.9748,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
771,1606.HK,2016-07-11 06:26:24.539584+00:00,1.86,146000,1.9747,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
772,1606.HK,2016-07-11 06:29:53.799699+00:00,1.85,102000,1.9744,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
773,1606.HK,2016-07-11 06:31:10.683236+00:00,1.85,3892000,1.971,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
774,1606.HK,2016-07-11 06:31:10.683318+00:00,1.85,4000,1.9701,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
775,1606.HK,2016-07-11 06:31:10.684051+00:00,1.85,20000,1.9701,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
776,1606.HK,2016-07-11 06:32:28.055718+00:00,1.86,4000,1.97,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
777,1606.HK,2016-07-11 06:36:51.432642+00:00,1.85,6000,1.97,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
778,1606.HK,2016-07-11 06:36:51.432642+00:00,1.85,438000,1.9696,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
779,1606.HK,2016-07-11 06:43:11.852156+00:00,1.85,20000,1.9685,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
780,1606.HK,2016-07-11 06:44:49.668838+00:00,1.86,126000,1.9677,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
781,1606.HK,2016-07-11 06:46:22.333047+00:00,1.86,10000,1.9675,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
782,1606.HK,2016-07-11 06:46:37.796997+00:00,1.85,10000,1.9671,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
783,1606.HK,2016-07-11 06:50:39.397556+00:00,1.85,2000,1.967,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
784,1606.HK,2016-07-11 06:51:17.644401+00:00,1.86,16000,1.967,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
785,1606.HK,2016-07-11 06:52:29.384562+00:00,1.86,100000,1.9669,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
786,1606.HK,2016-07-11 06:52:50.144766+00:00,1.86,100000,1.9669,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
787,1606.HK,2016-07-11 06:54:04.177894+00:00,1.87,6000,1.9666,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
788,1606.HK,2016-07-11 07:10:40.506118+00:00,1.87,10000,1.9653,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
789,1606.HK,2016-07-11 07:17:09.674808+00:00,1.86,10000,1.9652,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
790,1606.HK,2016-07-11 07:17:09.674808+00:00,1.86,18000,1.9651,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
791,1606.HK,2016-07-11 07:17:09.726690+00:00,1.86,10000,1.9651,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
792,1606.HK,2016-07-11 07:17:13.733879+00:00,1.86,98000,1.965,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
793,1606.HK,2016-07-11 07:17:17.838240+00:00,1.86,12000,1.9649,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
794,1606.HK,2016-07-11 07:18:38.158906+00:00,1.86,200000,1.9645,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
795,1606.HK,2016-07-11 07:19:22.274379+00:00,1.86,28000,1.9645,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
796,1606.HK,2016-07-11 07:20:07.258108+00:00,1.85,106000,1.9644,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
797,1606.HK,2016-07-11 07:20:07.258108+00:00,1.85,2000,1.9644,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
798,1606.HK,2016-07-11 07:20:07.302147+00:00,1.85,44000,1.9643,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
799,1606.HK,2016-07-11 07:32:27.811782+00:00,1.85,6000,1.9631,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
800,1606.HK,2016-07-11 07:35:29.415573+00:00,1.86,100000,1.963,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
801,1606.HK,2016-07-11 07:40:34.384144+00:00,1.86,10000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
802,1606.HK,2016-07-11 07:48:46.752825+00:00,1.88,76000,1.9617,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
803,1606.HK,2016-07-11 07:48:54.253287+00:00,1.89,16000,1.9617,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
804,1606.HK,2016-07-11 07:48:55.081350+00:00,1.88,10000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
805,1606.HK,2016-07-11 07:48:55.649365+00:00,1.89,28000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
806,1606.HK,2016-07-11 07:49:13.445448+00:00,1.89,10000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
807,1606.HK,2016-07-11 07:49:48.784696+00:00,1.89,30000,1.9613,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
